2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
929.48,964.55,975.35,990.40,1013.31,1040.15,1071.20,1106.79,1147.31,1193.21
899.62,933.57,944.02,958.59,980.77,1006.74,1036.79,1071.24,1110.46,1154.89
887.76,921.25,931.57,945.95,967.83,993.46,1023.12,1057.11,1095.81,1139.65
896.11,929.92,940.33,954.84,976.93,1002.81,1032.74,1067.05,1106.12,1150.37
923.05,957.88,968.60,983.56,1006.31,1032.96,1063.80,1099.14,1139.38,1184.97
963.53,999.88,1011.08,1026.69,1050.44,1078.26,1110.45,1147.34,1189.35,1236.93
1010.23,1048.35,1060.09,1076.45,1101.35,1130.52,1164.27,1202.95,1246.99,1296.88
1055.32,1095.14,1107.40,1124.50,1150.51,1180.98,1216.23,1256.64,1302.65,1354.76
1092.22,1133.43,1146.12,1163.82,1190.74,1222.27,1258.76,1300.58,1348.20,1402.13
1116.99,1159.14,1172.12,1190.21,1217.74,1249.99,1287.31,1330.08,1378.77,1433.94
1128.99,1171.59,1184.71,1203.00,1230.82,1263.42,1301.13,1344.36,1393.58,1449.34
1130.62,1173.28,1186.42,1204.73,1232.60,1265.25,1303.02,1346.31,1395.60,1451.43
1126.33,1168.82,1181.91,1200.15,1227.92,1260.44,1298.06,1341.19,1390.29,1445.91
1121.03,1163.33,1176.35,1194.52,1222.15,1254.51,1291.96,1334.89,1383.76,1439.12
1118.61,1160.81,1173.81,1191.93,1219.51,1251.80,1289.17,1332.00,1380.77,1436.01
1121.81,1164.14,1177.17,1195.34,1222.99,1255.38,1292.86,1335.81,1384.72,1440.12
1145.41,1188.63,1201.94,1220.49,1248.73,1281.80,1320.06,1363.92,1413.85,1470.42
1165.79,1209.78,1223.32,1242.21,1270.94,1304.60,1343.55,1388.19,1439.01,1496.58
1175.74,1220.10,1233.76,1252.81,1281.79,1315.74,1355.01,1400.03,1451.29,1509.35
1169.08,1213.19,1226.77,1245.71,1274.53,1308.28,1347.34,1392.10,1443.07,1500.80
1142.47,1185.58,1198.85,1217.36,1245.52,1278.51,1316.67,1360.42,1410.23,1466.65
1096.62,1138.00,1150.74,1168.50,1195.54,1227.20,1263.83,1305.82,1353.63,1407.78
1036.56,1075.66,1087.71,1104.50,1130.05,1159.98,1194.61,1234.30,1279.48,1330.67
970.88,1007.51,1018.79,1034.52,1058.45,1086.48,1118.92,1156.09,1198.42,1246.36
945.26,980.93,991.91,1007.22,1030.52,1057.81,1089.39,1125.58,1166.79,1213.47
915.59,950.13,960.77,975.60,998.17,1024.61,1055.19,1090.25,1130.16,1175.38
903.77,937.87,948.37,963.01,985.28,1011.38,1041.57,1076.18,1115.58,1160.21
910.33,944.68,955.26,970.00,992.44,1018.73,1049.14,1083.99,1123.68,1168.63
936.77,972.11,983.00,998.17,1021.26,1048.31,1079.60,1115.47,1156.31,1202.57
976.49,1013.33,1024.68,1040.50,1064.57,1092.76,1125.38,1162.77,1205.34,1253.57
1022.32,1060.89,1072.77,1089.34,1114.53,1144.05,1178.20,1217.35,1261.92,1312.40
1066.57,1106.81,1119.20,1136.48,1162.77,1193.56,1229.19,1270.03,1316.53,1369.20
1102.76,1144.36,1157.18,1175.04,1202.22,1234.06,1270.90,1313.13,1361.20,1415.66
1127.03,1169.55,1182.65,1200.91,1228.69,1261.23,1298.88,1342.03,1391.17,1446.82
1138.76,1181.72,1194.95,1213.40,1241.47,1274.35,1312.39,1355.99,1405.64,1461.88
1140.31,1183.33,1196.58,1215.05,1243.16,1276.08,1314.17,1357.84,1407.55,1463.86
1136.04,1178.90,1192.10,1210.50,1238.50,1271.30,1309.25,1352.75,1402.28,1458.38
1130.80,1173.47,1186.61,1204.92,1232.80,1265.45,1303.22,1346.52,1395.82,1451.66
1128.40,1170.98,1184.09,1202.37,1230.18,1262.76,1300.46,1343.66,1392.86,1448.58
1146.83,1190.10,1203.43,1222.01,1250.27,1283.39,1321.70,1365.61,1415.61,1472.24
1167.10,1211.13,1224.69,1243.60,1272.37,1306.06,1345.05,1389.74,1440.62,1498.26
1183.23,1227.87,1241.62,1260.79,1289.96,1324.12,1363.65,1408.95,1460.54,1518.97
1189.74,1234.63,1248.45,1267.73,1297.05,1331.40,1371.15,1416.70,1468.57,1527.32
1180.46,1225.00,1238.72,1257.84,1286.94,1321.02,1360.45,1405.65,1457.12,1515.41
1152.47,1195.95,1209.34,1228.01,1256.42,1289.70,1328.19,1372.32,1422.57,1479.48
